t,x,truth,obs,err_stdv
0,0,-18.642246660174703,0.05
0,50,-16.22014952240823,0.05
0,100,-12.759610630317106,0.05
0,150,-8.600760023738063,0.05
0,200,-4.550747755756538,0.05
0,250,-0.153340729806565,0.05
0,300,4.421818282353983,0.05
0,350,9.043252055315808,0.05
0,400,12.953514581583297,0.05
0,450,16.356117607913312,0.05
0,500,18.58592399087149,0.05
0,550,19.697485590209165,0.05
0,600,18.943055501546088,0.05
0,650,15.668458329791136,0.05
0,700,9.742853975291574,0.05
0,750,-0.39392518442422975,0.05
0,800,-9.545174881916953,0.05
0,850,-16.08918426256272,0.05
0,900,-19.01382263966368,0.05
0,950,-20.104150611674523,0.05
6,0,-18.623622693885167,0.05
6,50,-16.057318265956695,0.05
6,100,-12.819523160133702,0.05
6,150,-8.794775343352075,0.05
6,200,-4.35093296421221,0.05
6,250,0.07816402138679453,0.05
6,300,4.4264456922420745,0.05
6,350,8.903239542863654,0.05
6,400,12.831932399017843,0.05
6,450,16.21890713051643,0.05
6,500,18.426431223240765,0.05
6,550,19.749216598265207,0.05
6,600,18.918391161455137,0.05
6,650,16.05396466866918,0.05
6,700,9.848004347118003,0.05
6,750,-0.45214259642114724,0.05
6,800,-9.580772524284098,0.05
6,850,-16.168879468285958,0.05
6,900,-18.990816737685563,0.05
6,950,-20.291367028570452,0.05
12,0,-18.67250823342038,0.05
12,50,-16.199511941309392,0.05
12,100,-12.68926305743503,0.05
12,150,-8.792380095402589,0.05
12,200,-4.412613646225868,0.05
12,250,0.00489358191454153,0.05
12,300,4.455899663062723,0.05
12,350,8.88164719981603,0.05
12,400,12.779442983856354,0.05
12,450,16.053285747025207,0.05
12,500,18.172701963124688,0.05
12,550,19.681643232231263,0.05
12,600,19.011041854965903,0.05
12,650,16.25462906690843,0.05
12,700,10.031361272463329,0.05
12,750,-0.41159739877759827,0.05
12,800,-9.682239674529614,0.05
12,850,-16.159944890690934,0.05
12,900,-19.17382691937362,0.05
12,950,-20.347544967284882,0.05
18,0,-18.610419803789828,0.05
18,50,-16.042401060691635,0.05
18,100,-12.470015413859183,0.05
18,150,-8.89029518254631,0.05
18,200,-4.385401299340829,0.05
18,250,-0.03059795257780205,0.05
18,300,4.3448074354535535,0.05
18,350,8.75978813604074,0.05
18,400,12.734769232567666,0.05
18,450,16.0563422515793,0.05
18,500,18.048383124568506,0.05
18,550,19.720363757481824,0.05
18,600,19.184216247732838,0.05
18,650,16.391929178047587,0.05
18,700,10.116644253428005,0.05
18,750,-0.5300624520914216,0.05
18,800,-9.941491518455136,0.05
18,850,-16.51655559246112,0.05
18,900,-19.320867952190476,0.05
18,950,-20.26284416908179,0.05
24,0,-18.511210486930942,0.05
24,50,-16.01877338426297,0.05
24,100,-12.421309345183694,0.05
24,150,-8.661257171362633,0.05
24,200,-4.263619672745817,0.05
24,250,-0.14108581725999175,0.05
24,300,4.3399200301661125,0.05
24,350,8.652340185837184,0.05
24,400,12.712155937206308,0.05
24,450,15.964215523503002,0.05
24,500,18.16334478053555,0.05
24,550,19.89541051638026,0.05
24,600,19.27158517777866,0.05
24,650,16.518626876121026,0.05
24,700,10.221640676634903,0.05
24,750,-0.4645179069668615,0.05
24,800,-10.07142999319141,0.05
24,850,-16.703212229859577,0.05
24,900,-19.40993270782749,0.05
24,950,-20.13648195186751,0.05
30,0,-18.27881785477054,0.05
30,50,-15.962422678349004,0.05
30,100,-12.357785499287946,0.05
30,150,-8.640829404576175,0.05
30,200,-4.3213984048536,0.05
30,250,-0.09841751414744576,0.05
30,300,4.325935968185438,0.05
30,350,8.55532374841217,0.05
30,400,12.496070946127903,0.05
30,450,15.871774269696354,0.05
30,500,17.815064573438928,0.05
30,550,19.990903143102077,0.05
30,600,19.47753420342701,0.05
30,650,16.53892178380062,0.05
30,700,10.251643737451442,0.05
30,750,-0.4309505013182582,0.05
30,800,-10.135412907142774,0.05
30,850,-16.878244968126058,0.05
30,900,-19.748663860848122,0.05
30,950,-20.045505090087175,0.05
36,0,-18.17837269817138,0.05
36,50,-15.807985483693553,0.05
36,100,-12.40526038425093,0.05
36,150,-8.592163766921244,0.05
36,200,-4.2054246610532555,0.05
