t,x,truth,obs,err_stdv
0,0,-20.016386675537728,0.05
0,50,-19.017947394423867,0.05
0,100,-16.13698356202017,0.05
0,150,-11.802393562184088,0.05
0,200,-6.184730513088008,0.05
0,250,-0.011201281972720722,0.05
0,300,6.1680924387692935,0.05
0,350,11.758129970942388,0.05
0,400,16.1674596851691,0.05
0,450,19.085416841598718,0.05
0,500,20.000902550543604,0.05
0,550,19.02993620901547,0.05
0,600,16.14198315925846,0.05
0,650,11.785802451046976,0.05
0,700,6.249273853288003,0.05
0,750,-0.0047714716121263975,0.05
0,800,-6.165578470945871,0.05
0,850,-11.7515274077383,0.05
0,900,-16.29375675591532,0.05
0,950,-19.066447321739844,0.05
6,0,-19.947880404190844,0.05
6,50,-18.97772437255131,0.05
6,100,-16.064676126761736,0.05
6,150,-11.728906463012564,0.05
6,200,-6.074148601142122,0.05
6,250,-0.018418113976434152,0.05
6,300,6.099765777787923,0.05
6,350,11.786014424554264,0.05
6,400,15.995420523541965,0.05
6,450,19.02055737385113,0.05
6,500,19.954007970779923,0.05
6,550,18.962340963356052,0.05
6,600,16.37255447523824,0.05
6,650,11.785998658308584,0.05
6,700,6.250903086323368,0.05
6,750,0.023595656352356283,0.05
6,800,-6.096835248687142,0.05
6,850,-11.89167620178661,0.05
6,900,-16.300804932308434,0.05
6,950,-19.21016289796867,0.05
12,0,-20.00975037681498,0.05
12,50,-18.915117208784775,0.05
12,100,-15.807029671371993,0.05
12,150,-11.595107326312549,0.05
12,200,-6.021003196760082,0.05
12,250,0.0771433835145566,0.05
12,300,6.011837198221307,0.05
12,350,11.586491630555333,0.05
12,400,15.958688390994391,0.05
12,450,18.718720225068495,0.05
12,500,20.01588760361654,0.05
12,550,19.029525896485865,0.05
12,600,16.55091601944129,0.05
12,650,12.17660843494527,0.05
12,700,6.243954248320646,0.05
12,750,0.13274270157605056,0.05
12,800,-6.207211036061571,0.05
12,850,-11.932686378032093,0.05
12,900,-16.53865651765974,0.05
12,950,-19.090967250442255,0.05
18,0,-20.02515344619269,0.05
18,50,-18.723690201360824,0.05
18,100,-15.81756853951642,0.05
18,150,-11.595602613373112,0.05
18,200,-5.8943646907446565,0.05
18,250,0.07039097572713107,0.05
18,300,5.7861678594204085,0.05
18,350,11.527116714488944,0.05
18,400,15.696558939228451,0.05
18,450,18.705639278751388,0.05
18,500,20.03096469232527,0.05
18,550,19.072501269581128,0.05
18,600,16.40299962907936,0.05
18,650,12.215814134085445,0.05
18,700,6.478434191637804,0.05
18,750,0.11927797983492652,0.05
18,800,-6.164602884781329,0.05
18,850,-11.949505016134093,0.05
18,900,-16.473217061217955,0.05
18,950,-19.137778833340352,0.05
24,0,-19.991160986872732,0.05
24,50,-18.778734124962185,0.05
24,100,-15.68741894485009,0.05
24,150,-11.33842088190885,0.05
24,200,-5.933409846598546,0.05
24,250,-0.05095883923947414,0.05
24,300,5.660505723635896,0.05
24,350,11.37069131877579,0.05
24,400,15.641898343437985,0.05
24,450,18.649796339041867,0.05
24,500,19.928861294254542,0.05
24,550,19.055698250728497,0.05
24,600,16.76650809163268,0.05
24,650,12.344945059952996,0.05
24,700,6.5112307294095535,0.05
24,750,0.14868323532777172,0.05
24,800,-6.354204924764688,0.05
24,850,-11.979634040335961,0.05
24,900,-16.721372859050575,0.05
24,950,-19.07094115808095,0.05
30,0,-19.94797984749299,0.05
30,50,-18.533264194332748,0.05
30,100,-15.749426530012093,0.05
30,150,-11.326196632280721,0.05
30,200,-5.717442882334388,0.05
30,250,0.027185794441115664,0.05
30,300,5.659056806637059,0.05
30,350,11.240449956313581,0.05
30,400,15.520980056907174,0.05
30,450,18.49086055047243,0.05
30,500,19.97540205636196,0.05
30,550,19.119401280215776,0.05
30,600,16.733150172509557,0.05
30,650,12.382666518041491,0.05
30,700,6.49161057226039,0.05
30,750,0.07081199078078085,0.05
30,800,-6.380297351581173,0.05
30,850,-12.233938720939282,0.05
30,900,-16.773717774831454,0.05
30,950,-19.225220873075955,0.05
36,0,-19.83096555718743,0.05
36,50,-18.641192549602117,0.05
36,100,-15.550033689784504,0.05
36,150,-11.05951851687114,0.05
36,200,-5.849609564021629,0.05
36,250,-0.05154818610844932,0.05
36,300,5.678909809640709,0.05
36,350,11.086766741715287,0.05
36,400,15.361752707808792,0.05
36,450,18.506109603760688,0.05
36,500,19.986407870781107,0.05
36,550,19.305190182719745,0.05
36,600,16.966992373828095,0.05
36,650,12.500984238532773,0.05
36,700,6.638394297981064,0.05
36,750,-0.023735534916911966,0.05
36,800,-6.331737480425039,0.05
36,850,-12.295837471946856,0.05
36,900,-16.742403137251678,0.05
36,950,-19.193612970564324,0.05
42,0,-19.692173148006326,0.05
42,50,-18.508017428418935,0.05
42,100,-15.436578848605166,0.05
42,150,-11.02243550319659,0.05
42,200,-5.856721901446079,0.05
42,250,-0.0024704451064754968,0.05
42,300,5.699661271400914,0.05
42,350,10.971954434304003,0.05
42,400,15.309919486645239,0.05
42,450,18.498405821591362,0.05
42,500,19.970429358162576,0.05
42,550,19.245514651149147,0.05
42,600,16.92631645617737,0.05
42,650,12.643866115006245,0.05
42,700,6.743701156036388,0.05
42,750,-0.027515613848521574,0.05
42,800,-6.544673617690541,0.05
42,850,-12.34667181692286,0.05
42,900,-16.955051975302684,0.05
42,950,-19.356280196928946,0.05
48,0,-19.891309954791414,0.05
48,50,-18.59654246300012,0.05
48,100,-15.192479336645615,0.05
48,150,-10.802581096736239,0.05
48,200,-5.758636988155769,0.05
48,250,0.1181122345925847,0.05
48,300,5.599392238966817,0.05
48,350,10.936114474137488,0.05
48,400,15.208071797025728,0.05
48,450,18.336982357882167,0.05
48,500,19.88077509863537,0.05
48,550,19.414223324663578,0.05
48,600,17.02521236293384,0.05
48,650,12.609104180690688,0.05
48,700,6.601831118196558,0.05
48,750,-0.1602647271649102,0.05
48,800,-6.578224297724309,0.05
48,850,-12.474902246997997,0.05
48,900,-17.23868506800953,0.05
48,950,-19.48409021294425,0.05
54,0,-19.67735384098657,0.05
54,50,-18.199555467450768,0.05
54,100,-15.158266151595473,0.05
54,150,-10.881560897562617,0.05
54,200,-5.557751219302988,0.05
54,250,-0.09299852582067145,0.05
54,300,5.4894682205375345,0.05
54,350,10.784200291839783,0.05
54,400,15.079763009383692,0.05
54,450,18.27038183755864,0.05
54,500,19.99113747389939,0.05
54,550,19.39497074268777,0.05
54,600,17.062160914092107,0.05
54,650,12.95816566788272,0.05
54,700,6.751937011193512,0.05
54,750,-0.159364032445448,0.05
54,800,-6.5162523951157825,0.05
54,850,-12.717049215327913,0.05
54,900,-17.22415747217748,0.05
54,950,-19.593327656551775,0.05
60,0,-19.68744054688431,0.05
60,50,-18.292616540805053,0.05
60,100,-15.104519981071785,0.05
60,150,-10.811049892460975,0.05
60,200,-5.595483480559257,0.05
60,250,0.010571283073751549,0.05
60,300,5.408169484724281,0.05
60,350,10.879708375070832,0.05
60,400,15.0038147312594,0.05
60,450,18.102278798521535,0.05
60,500,19.969907501613612,0.05
60,550,19.389759190506766,0.05
60,600,17.090990605996318,0.05
60,650,13.0532797475073,0.05
60,700,6.8412636289896,0.05
60,750,-0.17005782516170773,0.05
60,800,-6.597600585834892,0.05
60,850,-12.857345700473475,0.05
60,900,-17.10144520289969,0.05
60,950,-19.622065866394745,0.05
66,0,-19.735214168132174,0.05
66,50,-18.274553085484953,0.05
66,100,-15.013252792032732,0.05
66,150,-10.705477742394937,0.05
66,200,-5.41235595060266,0.05
66,250,-0.14101901191213,0.05
66,300,5.455554052317615,0.05
66,350,10.79817532813877,0.05
66,400,15.008830624787873,0.05
66,450,18.013695099758614,0.05
66,500,19.86701568281226,0.05
66,550,19.425133454456528,0.05
66,600,17.558418758810063,0.05
66,650,13.11528603625712,0.05
66,700,6.91995313322985,0.05
66,750,-0.12009044416781212,0.05
66,800,-6.947721553581998,0.05
66,850,-13.028390155230072,0.05
66,900,-17.231555789860497,0.05
66,950,-19.594044770844295,0.05
72,0,-19.759761417146574,0.05
72,50,-18.34533596802797,0.05
72,100,-14.983538036933895,0.05
72,150,-10.574838155513289,0.05
72,200,-5.350446166130329,0.05
72,250,-0.020915353703860967,0.05
72,300,5.299399159560484,0.05
72,350,10.418343978889341,0.05
72,400,14.896762259110336,0.05
72,450,18.027019720581535,0.05
72,500,19.9302346097659,0.05
72,550,19.592095792050532,0.05
72,600,17.537609307044647,0.05
72,650,13.25867509502607,0.05
72,700,6.847278362351037,0.05
72,750,-0.20112042407238384,0.05
72,800,-6.827355262454998,0.05
72,850,-13.186124250878594,0.05
72,900,-17.30896913110119,0.05
72,950,-19.847224627569517,0.05
78,0,-19.675630345462398,0.05
78,50,-18.188278821095345,0.05
78,100,-14.764219451332778,0.05
78,150,-10.563921723447203,0.05
78,200,-5.137780190609341,0.05
78,250,-0.004797494671145916,0.05
78,300,5.2292462537542015,0.05
78,350,10.594898222607103,0.05
78,400,15.050418350458,0.05
78,450,17.847999800233783,0.05
78,500,19.986669629857918,0.05
78,550,19.60247127270697,0.05
78,600,17.598264613300294,0.05
78,650,13.307036906685521,0.05
78,700,7.069978351475959,0.05
78,750,-0.4322589241942279,0.05
78,800,-7.107114035855879,0.05
78,850,-13.236227279573438,0.05
78,900,-17.55905411807995,0.05
78,950,-19.75773217104902,0.05
84,0,-19.878149415776164,0.05
84,50,-18.13764320146398,0.05
84,100,-14.742734755504413,0.05
84,150,-10.451218315749815,0.05
84,200,-5.190588265155105,0.05
84,250,-0.039363823662462695,0.05
84,300,5.200206985995479,0.05
84,350,10.267398645722132,0.05
84,400,14.685794849476677,0.05
84,450,17.781666311950662,0.05
84,500,19.990572634773642,0.05
84,550,19.538508238962475,0.05
84,600,17.677260162628087,0.05
84,650,13.55741523920754,0.05
84,700,7.223758474120331,0.05
84,750,-0.07625746633537407,0.05
84,800,-7.141306392459135,0.05
84,850,-13.606649802762565,0.05
84,900,-17.5644379391413,0.05
84,950,-19.789115627047035,0.05
90,0,-19.865822026849784,0.05
90,50,-17.833788523429703,0.05
90,100,-14.566399770106273,0.05
90,150,-10.242681386781506,0.05
90,200,-4.98959357243283,0.05
90,250,0.12259373758911055,0.05
90,300,5.259180286229356,0.05
90,350,10.279872084348206,0.05
90,400,14.293098398619408,0.05
90,450,17.650484311697312,0.05
90,500,19.9505617458277,0.05
90,550,19.682938487827187,0.05
90,600,17.639077929166902,0.05
90,650,13.426524378162563,0.05
90,700,7.197714083482678,0.05
90,750,-0.12151969917562937,0.05
90,800,-7.101012988454193,0.05
90,850,-13.742017296782162,0.05
90,900,-17.683749758148217,0.05
90,950,-19.737847363422464,0.05
96,0,-19.797088630254198,0.05
96,50,-17.831106079570205,0.05
96,100,-14.348938479246142,0.05
96,150,-10.203611439516433,0.05
96,200,-5.178261100000135,0.05
96,250,0.05769588556096587,0.05
96,300,5.263027970277241,0.05
96,350,10.159911866816026,0.05
96,400,14.383751907146019,0.05
96,450,17.54631427205024,0.05
96,500,19.81354618380372,0.05
96,550,19.451055126917115,0.05
96,600,17.618932776095644,0.05
96,650,13.553050303485053,0.05
96,700,7.214922591211902,0.05
96,750,-0.18673795724808273,0.05
96,800,-7.199264271133966,0.05
96,850,-13.73078824189012,0.05
96,900,-17.94804887269399,0.05
96,950,-19.977563300614406,0.05
102,0,-19.643413279210424,0.05
102,50,-17.723142432559623,0.05
102,100,-14.240925042739839,0.05
102,150,-10.347208869653253,0.05
102,200,-4.904317365223156,0.05
102,250,-0.0011294888535796225,0.05
102,300,5.127875380562355,0.05
102,350,9.936894360122501,0.05
102,400,14.21122754279701,0.05
102,450,17.81593486230796,0.05
102,500,19.76492568306844,0.05
102,550,19.569774877938475,0.05
102,600,18.016966019281544,0.05
102,650,13.645676897161385,0.05
102,700,7.405133149839668,0.05
102,750,0.06125201066511572,0.05
102,800,-7.572408471257234,0.05
102,850,-13.933047403368906,0.05
102,900,-17.93934952228653,0.05
102,950,-20.04621865597173,0.05
108,0,-19.57787198177445,0.05
108,50,-17.532565850008304,0.05
108,100,-14.048108964154666,0.05
108,150,-10.274543942095454,0.05
108,200,-4.9570883985019405,0.05
108,250,-0.21008238420726816,0.05
108,300,5.085030810845267,0.05
108,350,10.11109222005953,0.05
108,400,14.181076814676095,0.05
108,450,17.608682706575454,0.05
108,500,20.045719229143995,0.05
108,550,19.719417529605327,0.05
108,600,18.01713530553193,0.05
108,650,13.802822336896913,0.05
108,700,7.463653733329768,0.05
108,750,0.011207572586847361,0.05
108,800,-7.4779265091048055,0.05
108,850,-13.870910244275557,0.05
108,900,-17.933224219702414,0.05
108,950,-19.917814476361567,0.05
114,0,-19.521547121208634,0.05
114,50,-17.512845870830606,0.05
114,100,-14.163437243649572,0.05
114,150,-10.056509092236261,0.05
114,200,-4.982992173317371,0.05
114,250,-0.054618918862553836,0.05
114,300,4.961093548574923,0.05
114,350,10.109364673862641,0.05
114,400,14.18819416479031,0.05
114,450,17.54360158072981,0.05
114,500,19.823163307978632,0.05
114,550,19.771958293122022,0.05
114,600,17.910340310248518,0.05
114,650,14.011464970097379,0.05
114,700,7.7079931671386905,0.05
114,750,-0.03077306539391267,0.05
114,800,-7.584017779368746,0.05
114,850,-14.08602596661058,0.05
114,900,-18.083836223490806,0.05
114,950,-19.91661018464549,0.05
120,0,-19.669750493756272,0.05
120,50,-17.402826854390412,0.05
120,100,-13.96242627012404,0.05
120,150,-10.13758155099105,0.05
120,200,-4.878847346971433,0.05
120,250,-0.058541430351371035,0.05
120,300,4.986196994735595,0.05
120,350,9.950782569439307,0.05
120,400,14.069046114571355,0.05
120,450,17.60750368474579,0.05
120,500,19.656583521472232,0.05
120,550,19.66521902950367,0.05
120,600,18.106893572471414,0.05
120,650,14.025654780807258,0.05
120,700,7.701861965636902,0.05
120,750,-0.10538270763557761,0.05
120,800,-7.886282692962025,0.05
120,850,-14.124844132550184,0.05
120,900,-18.201360737366002,0.05
120,950,-20.000696215228075,0.05
126,0,-19.484413995699697,0.05
126,50,-17.32703190939475,0.05
126,100,-13.936116549166018,0.05
126,150,-9.910987208683986,0.05
126,200,-4.855294095475969,0.05
126,250,-0.23833401264671106,0.05
126,300,4.743720072738817,0.05
126,350,9.625947693774279,0.05
126,400,14.055925051043099,0.05
126,450,17.50506448637831,0.05
126,500,19.689389518661795,0.05
126,550,19.569877831194365,0.05
126,600,18.315970779278473,0.05
126,650,14.130598171792352,0.05
126,700,7.939558200995439,0.05
126,750,-0.12593580667062426,0.05
126,800,-7.96894832718648,0.05
126,850,-14.255307774202585,0.05
126,900,-18.384847180026046,0.05
126,950,-19.89111709820796,0.05
